"Tabell 4A: Döda juli-december 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
Q98.4,"Klinefelters syndrom, ospecificerat",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
Q99.9,"Kromosomavvikelse, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"R00-R99","KAP XVIII. SYMTOM, SJUKDOMSTECKEN OCH ONORMALA FYND SOM EJ KLASSIFICERAS ANNORSTÄDES",Kv,1589,12,3,3,2,3,4,7,10,15,17,21,28,35,47,94,131,176,202,241,301,237
,,M,1922,18,3,-,4,4,13,35,22,17,20,27,62,111,133,174,245,293,230,264,162,85
R00-R09,"Symtom och sjukdomstecken från cirkulationsorganen och andningsorganen",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,1,4
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,1,1,2,1,-
R00.1,"Bradykardi, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
R06.0,Dyspné,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
R06.8,"Andra och ospecificerade andningsrubbningar",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R09.0,Asfyxi,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
R09.2,Andningsstillestånd,Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-
R10-R19,"Symtom och sjukdomstecken från matsmältningsorganen och buken",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1
R10.0,"Akut buk",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R10.4,"Andra och ospecificerade smärtor i buken",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R13,Sväljningssvårigheter,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
R30-R39,"Symtom och sjukdomstecken från urinorganen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R33,"Urinretention (urinstämma)",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R40-R46,"Symtom och sjukdomstecken avseende intellektuella funktioner,
uppfattningsförmåga, känsloläge och beteende",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
R41.0,"Desorientering, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
R41.3,"Annan amnesi",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R41.8,"Andra och ospecificerade symtom och sjukdomstecken som engagerar uppfattningsförmåga och varseblivning",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R50-R69,"Allmänna symtom och sjukdomstecken",Kv,338,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,9,26,45,114,139
,,M,165,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,6,10,18,32,47,50
R53,"Sjukdomskänsla och trötthet",Kv,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,9,10
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,2,1
R54,Senilitet,Kv,228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,10,23,78,113
,,M,99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,19,30,41
R56.8,"Andra och ospecificerade kramper",M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
R57.9,"Chock, ospecificerad",Kv,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,6,9,3
,,M,25,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,2,4,5,8,3
R58,"Blödning som ej klassificeras annorstädes",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1
R63.6,"Otillräckligt intag av föda och vatten",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
R64,Utmärgling,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
R68.8,"Andra specificerade generella symtom och sjukdomstecken",Kv,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,5,12,16,11
,,M,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4,8,5,7,4
R70-R79,"Onormala fynd vid blodundersökning utan diagnos",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
R73.9,"Hyperglykemi, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
"V01-Y98","KAP XX. YTTRE ORSAKER TILL SJUKDOM OCH DÖD",Kv,776,-,2,1,1,5,17,24,18,17,18,24,29,31,25,30,41,55,82,114,160,82
,,M,1233,2,-,3,6,25,55,71,69,39,51,54,73,67,58,58,86,107,111,144,114,40
V01-V09,"Fotgängare skadad i transportolycka",Kv,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
,,M,6,-,-,-,-,-,1,-,-,-,-,1,-,1,-,-,-,1,1,1,-,-
V02.1,"Fotgängare skadad i kollision med två- eller trehjuligt motorfordon, fotgängare skadad i trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V03.1,"Fotgängare skadad i kollision med personbil eller lätt lastbil, trafikolycka",Kv,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,3,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-
V04.1,"Fotgängare skadad i kollision med tung lastbil eller buss, trafikolycka",M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-
V09.0,"Fotgängare skadad i olycka med motorfordon, ej trafik",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V10-V19,"Cyklist (förare eller passagerare) skadad i transportolycka",Kv,5,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,1,1,-,-,-
,,M,6,-,-,1,-,-,-,-,1,-,-,-,1,-,-,-,-,-,2,1,-,-
V13.4,"Cyklist skadad i kollision med personbil eller lätt lastbil, förare av cykel, trafikolycka",Kv,3,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-
,,M,3,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-
V18.0,"Cyklist skadad i transportolycka, ej kollision, förare av cykel, ej trafik",M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V18.4,"Cyklist skadad i transportolycka, ej kollision, förare av cykel, trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
V19.9,"Cyklist, ospecificerad, skadad i ospecificerad trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V20-V29,"Motorcyklist (förare eller passagerare) skadad i transportolycka",M,11,-,-,-,-,-,-,3,-,-,1,3,1,-,1,-,1,1,-,-,-,-
V22.4,"Motorcyklist skadad i kollision med två- eller trehjuligt motorfordon, förare,
trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V23.4,"Motorcyklist skadad i kollision med personbil eller lätt lastbil, förare, trafikolycka",M,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V24.4,"Motorcyklist skadad i kollision med tung lastbil eller buss, förare, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V27.4,"Motorcyklist skadad i kollision med fast eller stillastående föremål, förare,
trafikolycka",M,5,-,-,-,-,-,-,1,-,-,1,2,-,-,1,-,-,-,-,-,-,-
V28.4,"Motorcyklist skadad i transportolycka, ej kollision, förare, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
V29.4,"Förare skadad i kollision med motorfordon i trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V40-V49,"Förare av eller passagerare i personbil skadad i transportolycka",Kv,15,-,1,1,-,2,1,1,3,-,1,1,-,2,-,1,-,-,-,1,-,-
,,M,29,-,-,-,1,2,4,3,1,-,1,1,3,1,2,1,3,2,2,2,-,-
V40.5,"Förare av personbil skadad i kollision med fotgängare eller djur, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V43.5,"Förare av personbil skadad i kollision med personbil eller lätt lastbil, trafikolycka",Kv,4,-,-,-,-,1,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-
,,M,9,-,-,-,-,-,2,1,-,-,1,-,1,-,1,-,1,1,-,1,-,-
V43.6,"Passagerare i personbil skadad i kollision med personbil eller lätt lastbil, trafikolycka",Kv,3,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V44.5,"Förare av personbil skadad i kollision med tung lastbil eller buss, trafikolycka",Kv,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,4,-,-,-,-,-,-,1,-,-,-,-,-,1,1,1,-,-,-,-,-,-
V44.6,"Passagerare i personbil skadad i kollision med tung lastbil eller buss, trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V44.9,"Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med tung lastbil eller buss, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
V45.5,"Förare av personbil skadad i kollision med tåg, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
V47.5,"Förare av personbil skadad i kollision med fast eller stillastående föremål,
trafikolycka",M,5,-,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,1,-,-,-
V47.6,"Passagerare i personbil skadad i kollision med fast eller stillastående föremål,
trafikolycka",Kv,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V48.4,"Förare av eller passagerare i personbil skadad i transportolycka, ej kollision, person skadad vid på- eller avstigning",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V48.5,"Förare av personbil skadad i transportolycka, ej kollision, trafikolycka",M,2,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V48.6,"Passagerare i personbil skadad i transportolycka, ej kollision, trafikolycka",Kv,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V49.4,"Förare av personbil skadad i kollision med motorfordon i trafikolycka",M,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V49.5,"Passagerare i personbil skadad i kollision med motorfordon i trafikolycka",Kv,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V49.6,"Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med motorfordon i trafikolycka",Kv,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V49.9,"Förare av eller passagerare i personbil, ej specificerat, skadad i ospecificerad trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
V50-V59,"Förare av eller passagerare i lätt lastbil skadad i transportolycka",M,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
V53.5,"Förare av lätt lastbil skadad i kollision med personbil eller lätt lastbil, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
V54.5,"Förare av lätt lastbil skadad i kollision med tung lastbil eller buss, trafikolycka",M,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V60-V69,"Förare av eller passagerare i tung lastbil skadad i transportolycka",Kv,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V64.5,"Förare av tung lastbil skadad i kollision med tung lastbil eller buss, trafikolycka",Kv,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V80-V89,"Andra transportolyckor på land",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
,,M,8,-,-,-,-,-,2,-,-,1,1,-,-,2,-,1,1,-,-,-,-,-
V81.6,"Tågförare eller tågpassagerare skadad vid fall från tåg",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V84.0,"Förare av jordbruksfordon skadad i trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V86.1,"Passagerare i terrängfordon skadad i trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V86.5,"Förare av terrängfordon skadad vid transportolycka, ej trafik",M,4,-,-,-,-,-,1,-,-,1,-,-,-,1,-,-,1,-,-,-,-,-
V89.2,"Person skadad i ospecificerad motorfordonsolycka, trafik",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V90-V94,"Transportolyckor på vatten",M,9,-,-,-,1,-,-,-,1,-,-,-,1,2,1,-,-,-,3,-,-,-
V90.3,"Olycka med vattenfarkost som orsak till drunkning och drunkningstillbud-annan motordriven vattenfarkost",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
V90.8,"Olycka med vattenfarkost som orsak till drunkning och drunkningstillbud-annan vattenfarkost utan motor",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
V91.3,"Olycka med vattenfarkost som leder till annan skada-annan motordriven vattenfarkost",M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-
V92.3,"Drunkning och drunkningstillbud i samband med transport på vatten utan att vattenfarkost är direkt engagerad i olyckan-annan motordriven vattenfarkost",M,3,-,-,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-
V92.4,"Drunkning och drunkningstillbud i samband med transport på vatten utan att vattenfarkost är direkt engagerad i olyckan-segelbåt",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V92.5,"Drunkning och drunkningstillbud i samband med transport på vatten utan att vattenfarkost är direkt engagerad i olyckan-kanot eller kajak",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
V95-V97,"Transportolyckor i luften och rymden",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V95.2,"Olycka med annat privat flygplan med skada på ombordvarande",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W00-W19,Fallolyckor,Kv,227,-,-,-,-,-,-,-,-,-,1,1,4,3,4,3,13,15,36,50,60,37
,,M,248,-,-,-,1,-,-,1,1,-,1,1,2,5,8,8,18,38,45,57,48,14
W01,"Fall i samma plan genom halkning, snavning eller snubbling",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,1,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,1
W03,"Annat fall i samma plan genom kollision med eller knuff av annan person",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
W05,"Fall från rullstol",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,2,1,1
W06,"Fall från säng",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,3,1,2
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-
W07,"Fall från stol",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
W10,"Fall i och från trappa och trappsteg",Kv,9,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,2,1,2,1,1,-
,,M,16,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,3,4,4,2,-
W11,"Fall på och från stege",M,7,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,3,-,1,1,-
W12,"Fall på och från byggnadsställning",M,2,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-
W13,"Fall ut ur, från eller genom byggnad eller byggnadskonstruktion",M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,1,-,-,-,-
W14,"Fall från träd",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W15,"Fall från stup",M,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W17,"Annat fall från ett plan till ett annat",Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-
W18,"Annat fall i samma plan",Kv,20,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,2,2,2,5,4,1
,,M,23,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,4,4,3,4,5,-
W19,"Fall, ospecificerat",Kv,180,-,-,-,-,-,-,-,-,-,-,1,2,-,4,1,7,10,28,41,53,33
,,M,175,-,-,-,-,-,-,-,-,-,1,1,1,3,3,4,12,25,35,42,36,12
W20,"Träffad av kastat eller fallande föremål",M,8,-,-,-,-,-,-,1,2,-,1,-,-,-,1,1,-,1,-,1,-,-
W20-W49,"Exponering för icke levande mekaniska krafter",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-
,,M,21,-,-,-,-,-,-,2,3,2,1,-,-,1,1,2,-,2,1,5,1,-
W22,"Slagit sig mot eller träffad av andra föremål",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-
W25,"Kontakt med vasst glasföremål",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
W27,"Kontakt med ej motordrivet handverktyg",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
W28,"Kontakt med motordriven gräsklippare",M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,2,-,-
W30,"Kontakt med jordbruksmaskin",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,3,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-
W31,"Kontakt med annan och icke specificerad maskin",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W32,"Skott från pistol och revolver",M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W40,"Explosion av andra sprängämnen",M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W44,"Främmande kropp som trängt in i eller genom öga eller naturlig kroppsöppning",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
W50-W64,"Exponering för levande mekaniska krafter",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
W55,"Biten eller angripen av annat däggdjur",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
W65-W74,"Drunkning och drunkningstillbud genom olyckshändelse",Kv,6,-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,1,-,1,-,1,-
,,M,16,-,-,1,1,-,1,1,3,-,1,-,-,1,3,2,-,2,-,-,-,-
W67,"Drunkning och drunkningstillbud i simbassäng",M,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W69,"Drunkning och drunkningstillbud i hav, sjö och vattendrag",Kv,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,1,-
,,M,5,-,-,-,-,-,1,1,2,-,-,-,-,-,1,-,-,-,-,-,-,-
W70,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag",M,2,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W74,"Drunkning och drunkningstillbud, ospecificerat",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-
,,M,8,-,-,-,-,-,-,-,1,-,1,-,-,1,1,2,-,2,-,-,-,-
W75-W84,"Annan kvävning och annat kvävningstillbud genom olyckshändelse",Kv,19,-,-,-,-,-,1,-,-,-,1,-,1,1,2,1,1,2,1,3,3,2
,,M,24,-,-,-,-,-,-,1,1,-,1,-,-,2,3,1,3,6,1,4,-,1
W76,"Annan strypning och hängning genom olyckshändelse",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-
W77,"Kvävning och kvävningstillbud av jord- eller sandmassor",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
W78,"Inhalation av maginnehåll",M,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-
W79,"Inhalation och nedsväljning av föda som orsakat andningshinder",Kv,7,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,-,2,1,1,-,-
,,M,7,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,-
W80,"Inhalation och nedsväljning av andra föremål eller ämnen som orsakat andningshinder",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,1,3,2
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,2,-,3,-,1
W81,"Instängd eller fångad i utrymme med låg syrgashalt",M,2,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
W83,"Annan specificerad kvävning och annat specificerat kvävningstillbud",Kv,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-
W84,"Kvävning och kvävningstillbud, ospecificerat",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
X00,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion",Kv,4,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,1,1,-,-,-
,,M,7,-,-,-,-,-,-,-,1,-,-,1,-,-,-,2,-,-,-,2,-,1
X00-X09,"Exponering för rök och öppen eld",Kv,8,-,-,-,-,-,-,-,1,-,-,-,1,-,1,-,2,1,1,-,1,-
,,M,8,-,-,-,-,-,-,-,1,-,-,1,1,-,-,2,-,-,-,2,-,1
X06,"Antändning av andra klädesplagg",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
X09,"Exponering för icke specificerad rök och öppen eld",Kv,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
X30,"Exponering för extrem naturlig värme",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
X30-X39,"Exponering för naturkrafter",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,3,-
,,M,6,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,-,2,1,-,-
X31,"Exponering för extrem naturlig köld",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,2,-
,,M,6,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,-,2,1,-,-
X40-X49,"Förgiftningsolyckor och exponering för skadliga ämnen genom olyckshändelse",Kv,47,-,-,-,-,-,4,3,4,3,3,5,5,9,2,3,2,-,2,-,2,-
,,M,123,-,-,-,-,4,6,12,20,7,11,14,19,12,6,5,4,2,-,-,1,-
X41,"Oavsiktlig förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa medel som ej klassificeras annorstädes",Kv,8,-,-,-,-,-,-,2,2,2,-,-,-,2,-,-,-,-,-,-,-,-
,,M,24,-,-,-,-,2,-,1,-,2,2,3,4,3,3,2,1,1,-,-,-,-
X42,"Oavsiktlig förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes",Kv,10,-,-,-,-,-,-,1,-,1,2,1,3,1,-,-,-,-,-,-,1,-
,,M,40,-,-,-,-,1,3,8,11,2,2,6,6,1,-,-,-,-,-,-,-,-
X44,"Oavsiktlig förgiftning med och exponering för andra och icke specificerade droger,
läkemedel och biologiska substanser",Kv,23,-,-,-,-,-,4,-,2,-,1,2,-,6,1,2,2,-,2,-,1,-
,,M,37,-,-,-,-,1,3,3,9,3,7,2,3,4,1,-,-,-,-,-,1,-
X45,"Oavsiktlig förgiftning med och exponering för alkoholer",Kv,6,-,-,-,-,-,-,-,-,-,-,2,2,-,1,1,-,-,-,-,-,-
,,M,18,-,-,-,-,-,-,-,-,-,-,3,4,4,2,2,2,1,-,-,-,-
X46,"Oavsiktlig förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor",M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-
X47.3,"Oavsiktlig förgiftning med och exponering för kolmonoxid från andra källor",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
X49,"Oavsiktlig förgiftning med och exponering för andra och icke specificerade kemiska ämnen och skadliga substanser",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
