"Tabell 4A: Döda januari-juni 2020 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Ålder,,,,,,,,,,,,,,,,,,,,
Q60-Q64,"Medfödda missbildningar av urinorganen",Kv,6,2,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,2,-,-,-,-
,,M,8,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,1,-
Q60.0,"Njuragenesi, ensidig",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
Q60.2,"Njuragenesi, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q61.0,"Medfödd enstaka njurcysta",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
Q61.3,"Polycystisk njure, ospecificerad",Kv,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-
,,M,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,1,-
Q61.4,"Renal dysplasi",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q63.9,"Medfödd missbildning av njure, ospecificerad",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q65-Q79,"Medfödda missbildningar och deformiteter av muskler och skelett",Kv,3,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q67.5,"Medfödd deformitet av kotpelaren",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Q78.9,"Osteokondrodysplasi, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q79.0,"Medfött diafragmabråck",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
Q79.9,"Medfödd missbildning av muskler och skelett, ospecificerad",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q80-Q89,"Andra medfödda missbildningar",Kv,4,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,10,2,2,-,-,-,-,-,-,-,2,2,-,-,1,1,-,-,-,-,-,-
Q85.0,"Neurofibromatos (icke-malign)",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Q85.1,"Tuberös skleros",M,2,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-
Q85.8,"Andra specificerade fakomatoser som ej klassificeras på annan plats",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
Q87.0,"Medfödda missbildningssyndrom som främst påverkar ansiktets utseende",Kv,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q87.1,"Medfödda missbildningssyndrom som främst är förenade med kortväxthet",Kv,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
Q87.2,"Medfödda missbildningssyndrom som främst engagerar extremiteter",M,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q87.4,"Marfans syndrom",Kv,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q87.8,"Andra specificerade medfödda missbildningssyndrom som ej klassificeras på annan plats",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Q89.9,"Medfödd missbildning, ospecificerad",M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q90-Q99,"Kromosomavvikelser som ej klassificeras annorstädes",Kv,35,11,-,-,1,1,-,-,1,-,1,1,7,3,5,2,1,1,-,-,-,-
,,M,30,3,-,1,-,-,1,-,-,-,-,1,3,9,5,4,3,-,-,-,-,-
Q90.9,"Downs syndrom, ospecificerat",Kv,22,-,-,-,-,-,-,-,1,-,1,1,7,3,5,2,1,1,-,-,-,-
,,M,26,1,-,-,-,-,1,-,-,-,-,1,3,9,5,4,2,-,-,-,-,-
Q91.3,"Trisomi 18, ospecificerad",Kv,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q91.7,"Trisomi 13, ospecificerad",Kv,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q92.3,"Liten partiell trisomi",Kv,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q92.8,"Andra specificerade trisomier och partiella trisomier av autosomer",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.1,"Monosomi för hel kromosom, mosaicism (mitotisk nondisjunction)",Kv,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q93.5,"Andra deletioner av del av kromosom",Kv,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Q99.2,"Skör X-kromosom",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
Q99.9,"Kromosomavvikelse, ospecificerad",M,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"R00 - R99","KAP XVIII. SYMTOM, SJUKDOMSTECKEN OCH ONORMALA FYND SOM EJ KLASSIFICERAS ANNORSTÄDES",Kv,1212,11,3,3,1,1,4,5,10,6,14,11,17,29,29,45,81,99,133,181,270,259
,,M,1269,11,2,-,2,5,8,6,14,17,15,38,30,65,87,117,155,176,162,158,130,71
R00-R09,"Symtom och sjukdomstecken från cirkulationsorganen och andningsorganen",Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,1
,,M,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1,2
R00.1,"Bradykardi, ospecificerad",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
R02,"Gangrän som ej klassificeras annorstädes",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
R04.8,"Blödning från andra lokalisationer i luftvägarna",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
R06.8,"Andra och ospecificerade andningsrubbningar",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R09.0,Asfyxi,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
R09.2,Andningsstillestånd,Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
R10-R19,"Symtom och sjukdomstecken från matsmältningsorganen och buken",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
R10.0,"Akut buk",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R11,"Illamående och kräkningar",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
R19.8,"Andra specificerade symtom och sjukdomstecken från matsmältningsorganen och buken",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
R30-R39,"Symtom och sjukdomstecken från urinorganen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R31,"Icke specificerad hematuri (blod i urinen)",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
R40-R46,"Symtom och sjukdomstecken avseende intellektuella funktioner, uppfattningsförmåga, känsloläge och beteende",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
R40.2,"Koma, ospecificerat",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R41.0,"Desorientering, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R41.8,"Andra och ospecificerade symtom och sjukdomstecken som engagerar uppfattningsförmåga och varseblivning",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
R50-R69,"Allmänna symtom och sjukdomstecken",Kv,450,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,23,76,158,184
,,M,195,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,6,14,20,42,57,53
R53,"Sjukdomskänsla och trötthet",Kv,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,4,10
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,3,-
R54,Senilitet,Kv,293,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,38,110,136
,,M,112,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,10,21,34,41
R57.9,"Chock, ospecificerad",Kv,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,4,9,10,7
,,M,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,1,7,5,3
R58,"Blödning som ej klassificeras annorstädes",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R63.0,Anorexi,Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
R63.6,"Otillräckligt intag av föda och vatten",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R64,Utmärgling,Kv,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,4,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-
R68.8,"Andra specificerade generella symtom och sjukdomstecken",Kv,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,4,8,24,29,31
,,M,51,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,5,2,8,12,13,9
R70-R79,"Onormala fynd vid blodundersökning utan diagnos",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
R70.0,"Förhöjd sänkningsreaktion",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
"V01 - Y98","KAP XX. YTTRE ORSAKER TILL SJUKDOM OCH DÖD",Kv,919,1,1,1,5,12,21,16,24,36,21,34,34,42,26,52,51,62,82,145,135,118
,,M,1556,2,3,3,5,54,79,90,79,71,64,67,87,96,91,79,88,112,150,157,118,61
V01-V09,"Fotgängare skadad i transportolycka",Kv,6,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,1,1,-,1,-,-
,,M,3,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-
V03.1,"Fotgängare skadad i kollision med personbil eller lätt lastbil, trafikolycka",Kv,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,2,-,1,-,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V04.1,"Fotgängare skadad i kollision med tung lastbil eller buss, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V05.1,"Fotgängare skadad i kollision med tåg, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V06.1,"Fotgängare skadad i kollision med annat icke motordrivet fordon, trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V10-V19,"Cyklist (förare eller passagerare) skadad i transportolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,7,-,-,-,-,-,-,-,-,-,-,-,2,-,1,1,-,1,1,-,1,-
V13.4,"Cyklist skadad i kollision med personbil eller lätt lastbil, förare av cykel, trafikolycka",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
V18.4,"Cyklist skadad i transportolycka, ej kollision, förare av cykel, trafikolycka",M,4,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,1,-,-,-
V19.9,"Cyklist, ospecificerad, skadad i ospecificerad trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
V20-V29,"Motorcyklist (förare eller passagerare) skadad i transportolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,15,-,-,-,-,2,4,2,-,2,-,1,1,2,1,-,-,-,-,-,-,-
V23.4,"Motorcyklist skadad i kollision med personbil eller lätt lastbil, förare, trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,9,-,-,-,-,-,2,2,-,1,-,1,1,1,1,-,-,-,-,-,-,-
V24.4,"Motorcyklist skadad i kollision med tung lastbil eller buss, förare, trafikolycka",M,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V27.4,"Motorcyklist skadad i kollision med fast eller stillastående föremål, förare, trafikolycka",M,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V28.4,"Motorcyklist skadad i transportolycka, ej kollision, förare, trafikolycka",M,3,-,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-
V40-V49,"Förare av eller passagerare i personbil skadad i transportolycka",Kv,6,-,-,-,1,2,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,38,1,-,-,-,8,5,3,-,-,1,2,3,1,2,2,3,2,-,4,1,-
V43.5,"Förare av personbil skadad i kollision med personbil eller lätt lastbil, trafikolycka",M,8,-,-,-,-,1,2,1,-,-,-,1,-,-,-,1,-,-,-,2,-,-
V43.6,"Passagerare i personbil skadad i kollision med personbil eller lätt lastbil, trafikolycka",Kv,3,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V44.5,"Förare av personbil skadad i kollision med tung lastbil eller buss, trafikolycka",M,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,-,1,-,-
V47.5,"Förare av personbil skadad i kollision med fast eller stillastående föremål, trafikolycka",M,10,-,-,-,-,-,2,2,-,-,1,1,1,-,2,-,-,-,-,1,-,-
V47.6,"Passagerare i personbil skadad i kollision med fast eller stillastående föremål, trafikolycka",Kv,3,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V48.5,"Förare av personbil skadad i transportolycka, ej kollision, trafikolycka",M,5,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-
V48.6,"Passagerare i personbil skadad i transportolycka, ej kollision, trafikolycka",M,5,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V49.4,"Förare av personbil skadad i kollision med motorfordon i trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
V49.9,"Förare av eller passagerare i personbil, ej specificerat, skadad i ospecificerad trafikolycka",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
V50-V59,"Förare av eller passagerare i lätt lastbil skadad i transportolycka",M,5,-,-,-,-,-,-,2,-,1,1,-,-,1,-,-,-,-,-,-,-,-
V53.5,"Förare av lätt lastbil skadad i kollision med personbil eller lätt lastbil, trafikolycka",M,2,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-
V53.6,"Passagerare i lätt lastbil skadad i kollision med personbil eller lätt lastbil, trafikolycka",M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
V57.5,"Förare av lätt lastbil skadad i kollision med fast eller stillastående föremål, trafikolycka",M,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V80-V89,"Andra transportolyckor på land",M,11,-,-,-,-,-,-,-,-,1,-,1,1,2,1,2,1,1,-,1,-,-
V86.5,"Förare av terrängfordon skadad vid transportolycka, ej trafik",M,6,-,-,-,-,-,-,-,-,1,-,-,-,2,1,1,-,-,-,1,-,-
V89.2,"Person skadad i ospecificerad motorfordonsolycka, trafik",M,5,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,1,-,-,-,-
V90-V94,"Transportolyckor på vatten",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,8,-,-,-,-,-,-,3,2,-,1,1,-,-,-,-,1,-,-,-,-,-
V90.6,"Olycka med vattenfarkost som orsak till drunkning och drunkningstillbud - uppblåsbar båt utan motor",M,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
V90.8,"Olycka med vattenfarkost som orsak till drunkning och drunkningstillbud - annan vattenfarkost utan motor",M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V91.3,"Olycka med vattenfarkost som leder till annan skada - annan motordriven vattenfarkost",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V92.3,"Drunkning och drunkningstillbud i samband med transport på vatten utan att vattenfarkost är direkt engagerad i olyckan - annan motordriven vattenfarkost",M,5,-,-,-,-,-,-,3,-,-,-,1,-,-,-,-,1,-,-,-,-,-
V92.5,"Drunkning och drunkningstillbud i samband med transport på vatten utan att vattenfarkost är direkt engagerad i olyckan - kanot eller kajak",M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V95-V97,"Transportolyckor i luften och rymden",Kv,5,-,-,-,-,1,1,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-
,,M,15,-,-,2,-,2,5,1,-,-,2,-,1,1,1,-,-,-,-,-,-,-
V95.1,"Olycka med ultralätt motordrivet flygplan med skada på ombordvarande",M,2,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V95.2,"Olycka med annat privat flygplan med skada på ombordvarande",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V95.9,"Flygplansolycka, ospecificerad, med skada på ombordvarande",Kv,5,-,-,-,-,1,1,-,-,1,1,1,-,-,-,-,-,-,-,-,-,-
,,M,12,-,-,2,-,2,5,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-
V98,"Andra specificerade transportolyckor",Kv,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V98-V99,"Andra och icke specificerade transportolyckor",Kv,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
W00,"Fall i samma plan i samband med is och snö",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
W00-W19,Fallolyckor,Kv,242,-,-,-,-,-,-,-,-,-,2,1,-,3,2,5,12,21,31,61,60,44
,,M,281,-,-,-,-,1,-,-,1,-,1,4,3,4,11,16,17,31,51,61,47,33
W01,"Fall i samma plan genom halkning, snavning eller snubbling",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,-,2,-,-,1,-
,,M,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,2,2,-,2
W03,"Annat fall i samma plan genom kollision med eller knuff av annan person",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
W04,"Fall när man blir buren eller får stöd av andra personer",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
W05,"Fall från rullstol",Kv,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2,2,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,1,1,1,-
W06,"Fall från säng",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,2
,,M,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1
W10,"Fall i och från trappa och trappsteg",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,5,2,-,1
,,M,21,-,-,-,-,1,-,-,-,-,-,1,-,1,1,2,1,3,5,3,1,2
W11,"Fall på och från stege",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
W12,"Fall på och från byggnadsställning",M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W13,"Fall ut ur, från eller genom byggnad eller byggnadskonstruktion",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-
W15,"Fall från stup",M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
W18,"Annat fall i samma plan",Kv,30,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,3,2,4,6,6,7
,,M,28,-,-,-,-,-,-,-,-,-,1,1,2,-,3,2,3,2,5,5,4,-
W19,"Fall, ospecificerat",Kv,185,-,-,-,-,-,-,-,-,-,2,1,-,1,1,1,8,16,22,50,51,32
,,M,204,-,-,-,-,-,-,-,-,-,-,2,-,2,5,10,10,23,37,48,40,27
W20,"Träffad av kastat eller fallande föremål",M,5,-,-,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,2,-,-,-
W20-W49,"Exponering för icke levande mekaniska krafter",Kv,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-
,,M,14,-,-,-,1,-,-,-,2,1,-,-,1,1,2,-,-,1,4,-,1,-
W22,"Slagit sig mot eller träffad av andra föremål",M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-
W23,"Fångad av, klämd eller pressad i eller mellan föremål",M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-
W25,"Kontakt med vasst glasföremål",Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W28,"Kontakt med motordriven gräsklippare",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
W30,"Kontakt med jordbruksmaskin",M,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W31,"Kontakt med annan och icke specificerad maskin",M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W44,"Främmande kropp som trängt in i eller genom öga eller naturlig kroppsöppning",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
W50,"Slagen, sparkad, biten eller riven av annan person",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W50-W64,"Exponering för levande mekaniska krafter",Kv,2,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-
W54,"Biten eller angripen av hund",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
W55,"Biten eller angripen av annat däggdjur",Kv,2,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
W65,"Drunkning och drunkningstillbud i badkar",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
W65-W74,"Drunkning och drunkningstillbud genom olyckshändelse",Kv,11,-,-,1,-,-,-,-,-,-,-,1,1,2,1,2,1,1,-,1,-,-
,,M,31,-,1,-,1,1,1,-,-,-,-,-,3,2,5,1,5,4,5,2,-,-
W69,"Drunkning och drunkningstillbud i hav, sjö och vattendrag",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
,,M,4,-,-,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-
W70,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,9,-,-,-,-,-,-,-,-,-,-,-,-,2,1,-,2,1,2,1,-,-
W73,"Annan specificerad drunkning och annat specificerat drunkningstillbud",M,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W74,"Drunkning och drunkningstillbud, ospecificerat",Kv,9,-,-,1,-,-,-,-,-,-,-,1,1,1,1,1,1,1,-,1,-,-
,,M,15,-,-,-,-,1,1,-,-,-,-,-,3,-,2,1,2,2,3,-,-,-
W75,"Kvävning, kvävningstillbud och strypning i sängen",Kv,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W75-W84,"Annan kvävning och annat kvävningstillbud genom olyckshändelse",Kv,25,-,-,-,1,-,-,-,1,-,1,1,-,-,1,3,3,1,4,5,3,1
,,M,25,1,1,-,-,-,-,-,-,-,2,1,1,4,-,4,2,4,3,-,2,-
W76,"Annan strypning och hängning genom olyckshändelse",Kv,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W78,"Inhalation av maginnehåll",Kv,3,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
W79,"Inhalation och nedsväljning av föda som orsakat andningshinder",Kv,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,2,1,1,-
,,M,10,-,-,-,-,-,-,-,-,-,1,-,-,3,-,2,1,2,1,-,-,-
W80,"Inhalation och nedsväljning av andra föremål eller ämnen som orsakat andningshinder",Kv,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,1,4,1,-
,,M,11,-,1,-,-,-,-,-,-,-,-,1,-,1,-,1,1,2,2,-,2,-
