"Tabell 4A. Döda 2017 efter underliggande dödsorsak enligt ICD:s detaljlista, kön och ålder. Antal",,,,,,,,,,,,,,,,,,,,,,,
"Deaths 2017 by underlying cause of death (ICD detailed list), sex and age. Number.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,Ålder,Ålder,,,,,,,,,,,,,,,,,,,
V09.2,"Fotgängare skadad i trafikolycka med motorfordon",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V10–V19,"Cyklist (förare eller passagerare) skadad i transportolycka",Kv,3,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
,,M,22,-,-,-,1,-,-,-,-,1,-,-,1,2,1,4,4,2,2,2,2
V13.2,"Cyklist skadad i kollision med personbil eller lätt lastbil, cyklist, icke specificerad, ej trafik",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V13.4,"Cyklist skadad i kollision med personbil eller lätt lastbil, förare av cykel, trafikolycka",M,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1
V13.9,"Cyklist skadad i kollision med personbil eller lätt lastbil, cyklist, icke specificerad, trafikolycka",M,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
V14.4,"Cyklist skadad i kollision med tung lastbil eller buss, förare av cykel, trafikolycka",Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
V17.4,"Cyklist skadad i kollision med fast eller stillastående föremål, förare av cykel, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
V18.4,"Cyklist skadad i transportolycka, ej kollision, förare av cykel, trafikolycka",M,8,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,2,1,1,-,-
V19.4,"Förare av cykel skadad i kollision med motorfordon i trafikolycka",Kv,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V19.9,"Cyklist, icke specificerad, skadad i icke specificerad trafikolycka",M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,1,-,1
V20–V29,"Motorcyklist (förare eller passagerare) skadad i transportolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,37,-,-,-,-,3,5,6,3,2,5,2,2,2,2,1,3,1,-,-,-
V22.4,"Motorcyklist skadad i kollision med två- eller trehjuligt motorfordon, förare, trafikolycka",M,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V23.4,"Motorcyklist skadad i kollision med personbil eller lätt lastbil, förare, trafikolycka",M,10,-,-,-,-,1,1,2,2,-,1,1,1,-,-,-,-,1,-,-,-
V23.9,"Motorcyklist skadad i kollision med personbil eller lätt lastbil, motorcyklist, icke specificerad, trafikolycka",M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V24.4,"Motorcyklist skadad i kollision med tung lastbil eller buss, förare, trafikolycka",M,3,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-
V27.4,"Motorcyklist skadad i kollision med fast eller stillastående föremål, förare, trafikolycka",M,10,-,-,-,-,2,2,1,1,-,1,-,1,1,-,-,1,-,-,-,-
V28.4,"Motorcyklist skadad i transportolycka, ej kollision, förare, trafikolycka",M,4,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,1,-,-,-,-
V28.5,"Motorcyklist skadad i transportolycka, ej kollision, passagerare, trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V29.9,"Motorcyklist skadad i icke specificerad trafikolycka",M,8,-,-,-,-,-,-,2,-,1,1,1,-,-,2,1,-,-,-,-,-
V40–V49,"Förare av eller passagerare i personbil skadad i transportolycka",Kv,31,-,1,-,-,1,4,2,3,2,-,2,2,1,2,3,3,2,1,2,-
,,M,81,-,-,1,1,6,14,9,5,6,1,5,5,6,5,4,3,3,5,2,-
V40.5,"Förare av personbil skadad i kollision med fotgängare eller djur, trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V43.5,"Förare av personbil skadad i kollision med personbil eller lätt lastbil, trafikolycka",Kv,6,-,-,-,-,-,2,1,2,-,-,-,-,-,1,-,-,-,-,-,-
,,M,11,-,-,-,-,-,1,1,1,-,-,-,1,-,1,-,1,2,3,-,-
V43.6,"Passagerare i personbil skadad i kollision med personbil eller lätt lastbil, trafikolycka",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,1,-
,,M,6,-,-,-,-,1,2,2,-,-,-,-,-,-,-,1,-,-,-,-,-
V43.9,"Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med personbil eller lätt lastbil, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V44.5,"Förare av personbil skadad i kollision med tung lastbil eller buss, trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,13,-,-,-,-,1,2,-,-,3,-,3,1,-,1,1,-,-,1,-,-
V44.6,"Passagerare i personbil skadad i kollision med tung lastbil eller buss, trafikolycka",Kv,3,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
,,M,2,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-
V45.5,"Förare av personbil skadad i kollision med tåg, trafikolycka",M,2,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V46.6,"Passagerare i personbil skadad i kollision med annat icke motordrivet fordon, trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V47.5,"Förare av personbil skadad i kollision med fast eller stillastående föremål, trafikolycka",Kv,4,-,-,-,-,-,1,-,-,-,-,1,1,-,-,-,1,-,-,-,-
,,M,15,-,-,-,-,2,3,1,1,2,-,-,1,2,2,1,-,-,-,-,-
V47.6,"Passagerare i personbil skadad i kollision med fast eller stillastående föremål, trafikolycka",Kv,3,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V48.5,"Förare av personbil skadad i transportolycka, ej kollision, trafikolycka",Kv,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-
,,M,13,-,-,-,-,1,3,1,3,1,1,-,1,2,-,-,-,-,-,-,-
V48.6,"Passagerare i personbil skadad i transportolycka, ej kollision, trafikolycka",Kv,5,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,1,2,-,-,-
,,M,6,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,1,1,-,1,-
V48.9,"Förare av eller passagerare i personbil, ej specificerat, skadad i transportolycka, ej kollision, trafikolycka",M,5,-,-,-,-,-,1,2,-,-,-,1,-,-,1,-,-,-,-,-,-
V49.4,"Förare av personbil skadad i kollision med motorfordon i trafikolycka",M,2,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-
V49.6,"Förare av eller passagerare i personbil, ej specificerat, skadad i kollision med motorfordon i trafikolycka",M,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
V49.8,"Förare av eller passagerare i personbil, ej specificerat, skadad i andra specificerade transportolyckor",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V49.9,"Förare av eller passagerare i personbil, ej specificerat, skadad i icke specificerad trafikolycka",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
V50–V59,"Förare av eller passagerare i lätt lastbil skadad i transportolycka",M,2,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V54.5,"Förare av lätt lastbil skadad i kollision med tung lastbil eller buss, trafikolycka",M,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V58.5,"Förare av lätt lastbil skadad i transportolycka, ej kollision, trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
V60–V69,"Förare av eller passagerare i tung lastbil skadad i transportolycka",M,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-
V68.5,"Förare av tung lastbil skadad i transportolycka, ej kollision, trafikolycka",M,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-
V70–V79,"Förare av eller passagerare i buss skadad i transportolycka",Kv,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,3,-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V74.5,"Förare av eller passagerare i buss skadad i kollision med tung lastbil eller buss, förare skadad i trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V78.6,"Förare av eller passagerare i buss skadad i transportolycka, ej kollision, passagerare skadad i trafikolycka",Kv,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,M,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
V80–V89,"Andra transportolyckor på land",Kv,7,-,-,-,-,2,-,-,-,1,-,1,2,1,-,-,-,-,-,-,-
,,M,28,-,-,-,-,1,2,1,1,3,1,2,4,1,2,2,1,3,3,1,-
V80.0,"Ryttare eller åkande skadad vid fall från djur eller åkdon i transportolycka, ej kollision",Kv,2,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-
V85.0,"Förare av specialfordon skadad i trafikolycka",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
V86.5,"Förare av terrängfordon skadad vid transportolycka, ej trafik",Kv,2,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,11,-,-,-,-,-,1,-,-,1,1,1,4,1,1,-,-,1,-,-,-
V86.9,"Förare eller passagerare ej specificerat, i terrängfordon skadad i transportolycka, ej trafik",M,4,-,-,-,-,-,1,-,-,-,-,-,-,-,1,1,-,1,-,-,-
V89.2,"Person skadad i icke specificerad motorfordonsolycka, trafik",Kv,3,-,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
,,M,12,-,-,-,-,1,-,1,1,2,-,1,-,-,-,1,1,-,3,1,-
V90–V94,"Transportolyckor på vatten",Kv,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-
,,M,12,-,-,-,-,-,-,1,-,-,-,-,2,3,2,2,1,1,-,-,-
V90.9,"Olycka med vattenfarkost som orsak till drunkning och drunkningstillbud - vattenfarkost, ospecificerad",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
V91.3,"Olycka med vattenfarkost som leder till annan skada - annan motordriven vattenfarkost",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
V92.3,"Drunkning och drunkningstillbud i samband med transport på vatten utan att vattenfarkost är direkt engagerad i olyckan - annan motordriven vattenfarkost",Kv,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,9,-,-,-,-,-,-,1,-,-,-,-,1,2,2,2,-,1,-,-,-
V92.5,"Drunkning och drunkningstillbud i samband med transport på vatten utan att vattenfarkost är direkt engagerad i olyckan - kanot eller kajak",M,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
V92.9,"Drunkning och drunkningstillbud i samband med transport på vatten utan att vattenfarkost är direkt engagerad i olyckan - vattenfarkost, ospecificerad",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
V95–V97,"Transportolyckor i luften och rymden",M,3,-,-,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-
V95.0,"Helikopterolycka med skada på ombordvarande",M,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
V96.1,"Olycka med personskada vid drakflyg och skärmflyg",M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W00–W19,Fallolyckor,Kv,506,-,1,-,-,-,-,1,-,1,-,-,2,11,4,16,19,45,70,111,225
,,M,556,-,2,-,-,1,-,3,2,-,5,3,11,12,29,38,53,76,77,115,129
W00,"Fall i samma plan i samband med is och snö",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,1,-
W01,"Fall i samma plan genom halkning, snavning eller snubbling",Kv,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,2,3,2
,,M,12,-,-,-,-,-,-,-,-,-,-,-,2,-,1,-,1,1,1,3,3
W02,"Fall i samband med användning av skridskor, skidor, rullskridskor, skateboard (rullbräda) eller snowboard",Kv,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
W04,"Fall när man blir buren eller får stöd av andra personer",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
W05,"Fall från rullstol",Kv,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1
,,M,5,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,2,-,1,-,-
W06,"Fall från säng",Kv,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,6
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-
W07,"Fall från stol",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-
W08,"Fall från andra möbler",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
W10,"Fall i och från trappa och trappsteg",Kv,24,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,2,4,6,6,1
,,M,50,-,-,-,-,-,-,-,-,-,-,-,1,4,8,2,6,9,9,6,5
W11,"Fall på och från stege",M,7,-,-,-,-,-,-,-,-,-,-,1,1,1,-,-,2,1,-,1,-
W12,"Fall på och från byggnadsställning",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-
W13,"Fall ut ur, från eller genom byggnad eller byggnadskonstruktion",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,-,-
,,M,14,-,1,-,-,-,-,-,1,-,1,1,2,1,-,3,-,1,3,-,-
W15,"Fall från stup",M,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-
W17,"Annat fall från ett plan till ett annat",Kv,2,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-
,,M,8,-,1,-,-,-,-,-,-,-,-,1,-,-,2,1,2,-,1,-,-
W18,"Annat fall i samma plan",Kv,44,-,1,-,-,-,-,-,-,-,-,-,1,4,1,1,2,5,3,8,18
,,M,70,-,-,-,-,-,-,3,-,-,1,-,2,3,9,9,11,6,9,9,8
W19,"Fall, ospecificerat",Kv,404,-,-,-,-,-,-,-,-,-,-,-,1,4,1,11,14,31,57,91,194
,,M,375,-,-,-,-,-,-,-,1,-,2,-,2,3,8,22,26,56,49,93,113
W20–W49,"Exponering för icke levande mekaniska krafter",Kv,3,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-
,,M,40,-,-,-,-,-,-,5,4,1,-,5,2,5,7,2,3,2,2,1,1
W20,"Träffad av kastat eller fallande föremål",M,14,-,-,-,-,-,-,1,3,-,-,1,-,3,1,2,1,-,2,-,-
W22,"Slagit sig mot eller träffad av andra föremål",M,3,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,1
W23,"Fångad av, klämd eller pressad i eller mellan föremål",Kv,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
,,M,7,-,-,-,-,-,-,1,-,-,-,1,1,-,2,-,-,1,-,1,-
W25,"Kontakt med vasst glasföremål",M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W26.0,"Kontakt med andra vassa föremål",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
W28,"Kontakt med motordriven gräsklippare",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W30,"Kontakt med jordbruksmaskin",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
W31,"Kontakt med annan och icke specificerad maskin",M,9,-,-,-,-,-,-,1,1,-,-,2,1,2,2,-,-,-,-,-,-
W33,"Skott från gevär, hagelbössa och tyngre skjutvapen",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
W34,"Skott från andra och icke specificerade skjutvapen",Kv,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
W40,"Explosion av andra sprängämnen",M,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
W45,"Främmande kropp som trängt in genom huden",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W50–W64,"Exponering för levande mekaniska krafter",Kv,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W55,"Biten eller angripen av annat däggdjur",Kv,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
,,M,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W65–W74,"Drunkning och drunkningstillbud genom olyckshändelse",Kv,15,-,-,-,-,-,1,1,-,-,-,5,-,-,-,2,1,3,-,1,1
,,M,67,-,2,1,2,1,6,1,2,2,4,-,5,5,6,10,5,10,3,2,-
W65,"Drunkning och drunkningstillbud i badkar",Kv,2,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-
W69,"Drunkning och drunkningstillbud i hav, sjö och vattendrag",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,6,-,-,-,-,1,-,-,-,2,-,-,-,-,-,1,-,2,-,-,-
W70,"Drunkning och drunkningstillbud efter fall i hav, sjö och vattendrag",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,15,-,-,-,1,-,1,1,1,-,1,-,-,-,2,3,1,2,1,1,-
W74,"Drunkning och drunkningstillbud, ospecificerat",Kv,11,-,-,-,-,-,-,1,-,-,-,4,-,-,-,1,1,3,-,-,1
,,M,43,-,2,1,1,-,5,-,1,-,2,-,4,5,4,6,4,5,2,1,-
W75–W84,"Annan kvävning och annat kvävningstillbud genom olyckshändelse",Kv,37,2,-,-,-,-,-,-,-,-,-,-,1,2,2,-,3,5,5,10,7
,,M,59,2,-,-,-,-,-,-,1,1,1,-,5,5,3,8,7,7,6,6,7
W75,"Kvävning, kvävningstillbud och strypning i sängen",Kv,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
W76,"Annan strypning och hängning genom olyckshändelse",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1,-,-,-,-
W78,"Inhalation av maginnehåll",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1,-,1,1
W79,"Inhalation och nedsväljning av föda som orsakat andningshinder",Kv,9,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,1,2,1,2,1
,,M,25,1,-,-,-,-,-,-,1,-,-,-,4,4,2,3,3,3,2,1,1
W80,"Inhalation och nedsväljning av andra föremål eller ämnen som orsakat andningshinder",Kv,19,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,3,2,5,6
,,M,21,-,-,-,-,-,-,-,-,-,1,-,-,-,1,2,2,3,4,3,5
W83,"Annan specificerad kvävning och annat specificerat kvävningstillbud",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-
,,M,5,1,-,-,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,1,-
W84,"Kvävning och kvävningstillbud, ospecificerat",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
W85–W99,"Exponering för elektrisk ström, strålning, extrem lufttemperatur och extremt lufttryck i omgivningen",M,5,-,-,-,-,-,-,-,-,1,-,-,-,1,1,-,-,2,-,-,-
W85,"Exponering för kraftledningar",M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
W87,"Exponering för icke specificerad elektrisk ström",M,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-
W92,"Exponering för av människa framställd extrem hetta",M,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-
X00,"Exponering för okontrollerad eld i byggnad eller byggnadskonstruktion",Kv,27,-,-,-,-,-,1,-,-,-,-,1,-,2,2,2,5,5,4,2,3
,,M,32,-,-,2,-,-,1,1,-,-,-,2,3,4,4,5,3,4,-,1,2
X00–X09,"Exponering för rök och öppen eld",Kv,28,-,-,-,-,-,1,-,-,-,-,1,-,2,2,3,5,5,4,2,3
,,M,44,-,-,3,-,-,1,1,-,1,1,4,3,5,5,5,4,4,-,5,2
X01,"Exponering för icke kontrollerad eld med undantag för eld i byggnad eller byggnadskonstruktion",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
X02,"Exponering för kontrollerad eld i byggnad och byggnadskonstruktion",M,4,-,-,-,-,-,-,-,-,-,-,2,-,1,-,-,1,-,-,-,-
X04,"Exponering för plötslig antändning av mycket eldfängt material eller ämne",M,2,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
X06,"Antändning av andra klädesplagg",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
X08,"Exponering för annan specificerad rök och öppen eld",M,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
X09,"Exponering för icke specificerad rök och öppen eld",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
,,M,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,-
X20–X29,"Kontakt med giftiga djur och växter",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
X23,"Kontakt med bålgetingar, getingar och bin",M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
X30–X39,"Exponering för naturkrafter",Kv,19,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,3,5,7
,,M,26,-,-,-,-,-,-,-,-,-,-,-,2,1,2,4,3,-,7,3,4
X31,"Exponering för extrem naturlig köld",Kv,19,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,3,5,7
,,M,25,-,-,-,-,-,-,-,-,-,-,-,1,1,2,4,3,-,7,3,4
X36,"Snöskred, lavin, jordskred och andra rörelser i jordytan",M,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
X40–X49,"Förgiftningsolyckor och exponering för skadliga ämnen genom olyckshändelse",Kv,128,-,-,-,-,1,5,4,13,6,10,15,13,14,11,10,13,3,5,3,2
,,M,470,-,-,-,-,9,29,80,70,55,43,36,30,39,29,24,18,5,2,-,1
X40,"Oavsiktlig förgiftning med och exponering för smärtstillande läkemedel av icke opiatkaraktär, febernedsättande medel och medel mot reumatism",Kv,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,-,-,-
,,M,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,-,-,-,1
X41,"Oavsiktlig förgiftning med och exponering för antiepileptika, lugnande läkemedel och sömnmedel, medel mot parkinsonism samt psykotropa medel som ej klassificeras annorstädes",Kv,16,-,-,-,-,-,-,1,2,-,-,4,1,2,1,2,2,1,-,-,-
,,M,38,-,-,-,-,2,1,6,4,2,2,4,4,9,3,1,-,-,-,-,-
X42,"Oavsiktlig förgiftning med och exponering för narkotiska medel och hallucinogener som ej klassificeras annorstädes",Kv,26,-,-,-,-,1,1,2,6,2,2,2,2,4,2,-,1,-,-,1,-
,,M,193,-,-,-,-,2,19,44,43,23,21,14,12,5,5,4,1,-,-,-,-
X43,"Oavsiktlig förgiftning med och exponering för andra läkemedel som påverkar det autonoma nervsystemet",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
X44,"Oavsiktlig förgiftning med och exponering för andra och icke specificerade droger, läkemedel och biologiska substanser",Kv,48,-,-,-,-,-,4,1,5,4,6,5,4,1,2,4,4,1,5,1,1
,,M,132,-,-,-,-,4,7,30,23,25,16,11,2,9,1,1,3,-,-,-,-
X45,"Oavsiktlig förgiftning med och exponering för alkoholer",Kv,32,-,-,-,-,-,-,-,-,-,2,4,6,7,5,3,4,-,-,1,-
,,M,92,-,-,-,-,-,1,-,-,4,4,6,12,14,18,17,10,5,1,-,-
X46,"Oavsiktlig förgiftning med och exponering för organiska lösningsmedel och halogenerade kolväten och deras ångor",M,5,-,-,-,-,1,-,-,-,-,-,1,-,1,1,-,1,-,-,-,-
X47,"Oavsiktlig förgiftning med och exponering för andra gaser och ångor",M,4,-,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,1,-,-
X49,"Oavsiktlig förgiftning med och exponering för andra och icke specificerade kemiska ämnen och skadliga substanser",Kv,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
,,M,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
X58–X59,"Exponering genom olyckshändelse för andra och icke specificerade faktorer",Kv,489,-,-,-,-,-,1,-,-,-,1,-,1,-,2,4,14,29,63,115,259
,,M,418,-,-,-,-,-,1,1,-,1,-,1,1,4,5,9,25,48,67,102,153
X58,"Exponering för andra specificerade faktorer",Kv,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1
,,M,5,-,-,-,-,-,-,1,-,1,-,-,-,-,1,1,-,-,-,1,-
X59.0,"Exponering för icke specificerad faktor som resulterat i fraktur",Kv,427,-,-,-,-,-,-,-,-,-,1,-,-,-,-,2,12,24,52,99,237
,,M,311,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3,15,32,48,78,133
X59.9,"Exponering för icke specificerad faktor som resulterat i annan skada",Kv,60,-,-,-,-,-,1,-,-,-,-,-,1,-,2,2,2,5,11,15,21
,,M,102,-,-,-,-,-,1,-,-,-,-,1,1,4,2,5,10,16,19,23,20
X60–X84,"Avsiktligt självdestruktiv handling",Kv,348,-,-,-,4,15,23,32,28,18,22,26,30,28,35,23,19,10,13,10,12
,,M,841,-,-,-,3,23,62,71,56,49,64,58,69,79,50,67,66,36,45,26,17
